id,name,category,brand,weight,package_size,keywords,description,price,image_url
P0120,Адаптер USB-C gan «TechNode» 1шт,Электроника,TechNode,1,2,adapter usb c type-c зарядное technode gan,Gan адаптер usb-c бренда TechNode в категории электроника.,2789.20,https://example.com/p/P0120.jpg
P0121,Гель для душа sensitive «Sense» 250мл,Косметика и гигиена,Sense,250,3,гель душ body wash sense sensitive,Sensitive гель для душа бренда Sense в категории косметика и гигиена.,364.17,https://example.com/p/P0121.jpg
P0122,Power Bank 20000mAh «HyperCell» 1шт,Электроника,HyperCell,1,1,power bank 20000 быстрая зарядка hypercell 20000mah,20000mah power bank бренда HyperCell в категории электроника.,6987.65,https://example.com/p/P0122.jpg
P0123,Салат готовый grain bowl «GreenMix» 180г,Готовая еда,GreenMix,180,1,салат готовый salad greenmix grainbowl,Grain bowl салат готовый бренда GreenMix в категории готовая еда.,342.02,https://example.com/p/P0123.jpg
P0124,Сыр гауда кусок «Nordic Cheese» 5кг,Сыры,Nordic Cheese,5,2,сыр гауда gouda nordic cheese кусок,Кусок сыр гауда бренда Nordic Cheese в категории сыры.,2720.16,https://example.com/p/P0124.jpg
P0125,Вино игристое riesling mosel «Mosel Craft» 1500мл,Алкоголь,Mosel Craft,1500,6,вино prosecco riesling premium mosel craft rieslingmosel,Riesling mosel вино игристое бренда Mosel Craft в категории алкоголь.,1146.69,https://example.com/p/P0125.jpg
P0126,Газированный напиток ginger «Fresh Bar» 1.5л,Напитки,Fresh Bar,1.5,24,газировка drink garage fresh fresh bar ginger,Ginger газированный напиток бренда Fresh Bar в категории напитки.,210.08,https://example.com/p/P0126.jpg
P0127,Салфетки влажные премиум «Clean&Care» 60шт,Косметика и гигиена,Clean&Care,60,3,салфетки влажные wipes clean&care премиум,Премиум салфетки влажные бренда Clean&Care в категории косметика и гигиена.,126.91,https://example.com/p/P0127.jpg
P0128,Фольга алюминиевая 20м «KitchenLine» 1шт,Хозяйственные товары,KitchenLine,1,1,фольга aluminium foil kitchenline 20м,20м фольга алюминиевая бренда KitchenLine в категории хозяйственные товары.,131.71,https://example.com/p/P0128.jpg
P0129,Корм для кошек сухой indoor «CatCraft» 400г,Зоотовары,CatCraft,400,2,корм кошек cat food adult catcraft indoor,Indoor корм для кошек сухой бренда CatCraft в категории зоотовары.,2401.39,https://example.com/p/P0129.jpg
P0130,Крем для рук коллаген «Atelier Skin» 50мл,Косметика и гигиена,Atelier Skin,50,12,крем для рук hand cream atelier skin коллаген,Коллаген крем для рук бренда Atelier Skin в категории косметика и гигиена.,347.51,https://example.com/p/P0130.jpg
P0131,Подгузники детские ночные «PampKids» 96шт,Детские товары,PampKids,96,2,подгузники памперсы diapers pampkids ночные,Ночные подгузники детские бренда PampKids в категории детские товары.,558.71,https://example.com/p/P0131.jpg
P0132,Крупа гречневая ядрица «Русская крупа» 900г,Бакалея,Русская крупа,900,8,крупа гречка buckwheat русская крупа ядрица,Ядрица крупа гречневая бренда Русская крупа в категории бакалея.,341.97,https://example.com/p/P0132.jpg
P0133,Рыба минтай блок без глазури «ChefPro» 10кг,Заморозка,ChefPro,10,1,рыба минтай block chefpro безглазури,Без глазури рыба минтай блок бренда ChefPro в категории заморозка.,2347.64,https://example.com/p/P0133.jpg
P0134,Минеральная вода негазированная «Arctic Light» 500мл,Напитки,Arctic Light,500,6,вода минеральная sanpellegrino sparkling arctic light негазированная,Негазированная минеральная вода бренда Arctic Light в категории напитки.,335.66,https://example.com/p/P0134.jpg
P0135,Филе грудки индейки в маринаде «ProteinPro» 700г,Мясо и птица,ProteinPro,700,5,филе индейка turkey fillet proteinpro вмаринаде,В маринаде филе грудки индейки бренда ProteinPro в категории мясо и птица.,698.73,https://example.com/p/P0135.jpg
P0136,Кабель USB-C 2м «TechNode» 1шт,Электроника,TechNode,1,2,кабель usb type c adapter technode 2м,2м кабель usb-c бренда TechNode в категории электроника.,422.71,https://example.com/p/P0136.jpg
